1030,15-01-2024,Jennifer Martinez,19-01-2024,79.99,2,15.998,175.978
1031,16-01-2024,Michael Smith,19-01-2024,49.99,3,14.997,164.967
1032,16-01-2024,Jessica Johnson,17-01-2024,129.99,1,12.999,142.989
1033,17-01-2024,David Brown,19-01-2024,19.99,4,7.996,87.956
1034,17-01-2024,Sarah Garcia,19-01-2024,149.99,1,14.999,164.989
1035,18-01-2024,Matthew Hernandez,23-01-2024,69.99,2,13.998,153.978
1036,18-01-2024,Emily Rodriguez,19-01-2024,39.99,3,11.997,131.967
1037,19-01-2024,Daniel Davis,20-01-2024,199.99,1,19.999,219.989
1038,19-01-2024,Jennifer Smith,22-01-2024,29.99,5,14.995,164.945
1039,20-01-2024,Michael Johnson,24-01-2024,79.99,2,15.998,175.978
1040,20-01-2024,Jessica Martinez,21-01-2024,49.99,3,14.997,164.967
1041,21-01-2024,David Wilson,26-01-2024,129.99,1,12.999,142.989
1042,21-01-2024,Sarah Johnson,23-01-2024,19.99,4,7.996,87.956
1043,22-01-2024,Matthew Garcia,25-01-2024,149.99,1,14.999,164.989
1044,22-01-2024,Emily Brown,25-01-2024,69.99,2,13.998,153.978
1045,23-01-2024,Daniel Hernandez,27-01-2024,39.99,3,11.997,131.967
1046,23-01-2024,Jennifer Davis,26-01-2024,199.99,1,19.999,219.989
1047,24-01-2024,Michael Martinez,25-01-2024,29.99,5,14.995,164.945
1048,24-01-2024,Jessica Wilson,26-01-2024,79.99,2,15.998,175.978
1049,25-01-2024,David Rodriguez,30-01-2024,49.99,3,14.997,164.967
1050,25-01-2024,Sarah Gonzalez,27-01-2024,129.99,1,12.999,142.989
1051,26-01-2024,Matthew Smith,29-01-2024,19.99,4,7.996,87.956
1052,26-01-2024,Emily Johnson,28-01-2024,149.99,1,14.999,164.989
1053,27-01-2024,Daniel Brown,31-01-2024,69.99,2,13.998,153.978
1054,27-01-2024,Jennifer Hernandez,31-01-2024,39.99,3,11.997,131.967
1055,28-01-2024,Michael Davis,29-01-2024,199.99,1,19.999,219.989
1056,28-01-2024,Jessica Smith,29-01-2024,29.99,5,14.995,164.945
1057,29-01-2024,David Martinez,30-01-2024,79.99,2,15.998,175.978
1058,29-01-2024,Sarah Johnson,31-01-2024,49.99,3,14.997,164.967
1059,30-01-2024,Matthew Garcia,31-01-2024,129.99,1,12.999,142.989
1060,30-01-2024,Emily Brown,01-02-2024,19.99,4,7.996,87.956
1061,31-01-2024,Daniel Hernandez,02-02-2024,149.99,1,14.999,164.989
1062,31-01-2024,Jennifer Davis,04-02-2024,69.99,2,13.998,153.978
1063,01-02-2024,Michael Martinez,02-02-2024,39.99,3,11.997,131.967
1064,01-02-2024,Jessica Wilson,05-02-2024,199.99,1,19.999,219.989
1065,01-02-2024,David Rodriguez,03-02-2024,29.99,5,14.995,164.945
1066,02-02-2024,Sarah Gonzalez,06-02-2024,79.99,2,15.998,175.978
1067,03-02-2024,Matthew Smith,06-02-2024,49.99,3,14.997,164.967
1068,04-02-2024,Emily Johnson,05-02-2024,129.99,1,12.999,142.989
1069,04-02-2024,Daniel Brown,08-02-2024,19.99,4,7.996,87.956
1070,04-02-2024,Jennifer Hernandez,07-02-2024,149.99,1,14.999,164.989
,,,,,,,
,,,,,,,
